Id,SalePrice
1461,123731.8
1462,152135.78
1463,192129.0
1464,190524.44
1465,191764.39
1466,184506.1
1467,178226.28
1468,168931.12
1469,181353.22
1470,137238.78
1471,173056.06
1472,100654.33
1473,106937.03
1474,144036.6
1475,106808.86
1476,389020.97
1477,263615.22
1478,268381.7
1479,286931.12
1480,483653.53
1481,318308.06
1482,206677.56
1483,192618.55
1484,163300.94
1485,183873.95
1486,191969.72
1487,343226.44
1488,226083.06
1489,211503.84
1490,241410.44
1491,192493.4
1492,95683.64
1493,226640.83
1494,290241.25
1495,267268.22
1496,246951.33
1497,184140.97
1498,170297.14
1499,166654.69
1500,168052.66
1501,190905.66
1502,146453.73
1503,293420.2
1504,237914.12
1505,228208.64
1506,184861.06
1507,249872.1
1508,201015.1
1509,166995.81
1510,152738.16
1511,155592.72
1512,166952.97
1513,147669.44
1514,155912.88
1515,185425.84
1516,156283.77
1517,165569.4
1518,128170.96
1519,224506.38
1520,133040.39
1521,144812.88
1522,163342.38
1523,120766.016
1524,128481.1
1525,123338.59
1526,108145.7
1527,108573.586
1528,130448.58
1529,154574.62
1530,198573.38
1531,110136.65
1532,85508.64
1533,158438.75
1534,124934.33
1535,148206.73
1536,112854.62
1537,48218.71
1538,182099.1
1539,231943.08
1540,108020.13
1541,139529.31
1542,152195.28
1543,206581.33
1544,84086.2
1545,119375.51
1546,138144.62
1547,137944.9
1548,139203.84
1549,112418.53
1550,133539.05
1551,104417.15
1552,143451.19
1553,151875.5
1554,123916.03
1555,159912.84
1556,88984.74
1557,109219.96
1558,106583.07
1559,84863.42
1560,111697.23
1561,143391.53
1562,131059.48
1563,119487.055
1564,156354.44
1565,145043.08
1566,250686.97
1567,76212.31
1568,218550.5
1569,130890.77
1570,132863.81
1571,116222.234
1572,149299.75
1573,244839.08
1574,126397.13
1575,228937.36
1576,261740.72
1577,186114.1
1578,150105.97
1579,146603.78
1580,188336.81
1581,148015.84
1582,128929.234
1583,289920.03
1584,212221.69
1585,143977.27
1586,78673.13
1587,102674.59
1588,156993.53
1589,103361.484
1590,146003.05
1591,89892.17
1592,118157.41
1593,125405.836
1594,162431.34
1595,111488.5
1596,207065.67
1597,193228.0
1598,226346.1
1599,151228.61
1600,143496.1
1601,74130.28
1602,125273.695
1603,83531.41
1604,286592.78
1605,235028.23
1606,159393.4
1607,177136.69
1608,203880.25
1609,183308.19
1610,162030.92
1611,136813.06
1612,178831.1
1613,166336.34
1614,103561.5
1615,86316.21
1616,77519.89
1617,90259.42
1618,124748.86
1619,160820.25
1620,190327.67
1621,144109.9
1622,157910.08
1623,291680.06
1624,207442.36
1625,121705.25
1626,159723.1
1627,190169.33
1628,282237.84
1629,179968.69
1630,387505.34
1631,227460.62
1632,246125.28
1633,167150.28
1634,190005.34
1635,169978.19
1636,155991.12
1637,202777.28
1638,187813.5
1639,183106.03
1640,230351.1
1641,176524.62
1642,239770.47
1643,225287.92
1644,231196.69
1645,207728.75
1646,158442.5
1647,162785.56
1648,134118.25
1649,149990.47
1650,123712.07
1651,117523.74
1652,98818.48
1653,109345.01
1654,148835.58
1655,132596.77
1656,144759.11
1657,145308.19
1658,142698.62
1659,123041.04
1660,159192.72
1661,413851.66
1662,392872.34
1663,357888.12
1664,521827.22
1665,302307.7
1666,315741.7
1667,366608.16
1668,353867.03
1669,307104.28
1670,337264.28
1671,255380.52
1672,425055.47
1673,301502.84
1674,251841.16
1675,202240.16
1676,197979.62
1677,221963.86
1678,484351.7
1679,392146.9
1680,344727.62
1681,231258.83
1682,316215.84
1683,202458.97
1684,163165.38
1685,167778.84
1686,170920.06
1687,163177.2
1688,189423.56
1689,190329.03
1690,192002.17
1691,177024.69
1692,255019.64
1693,170681.94
1694,182589.19
1695,166762.81
1696,262347.56
1697,167185.97
1698,337255.9
1699,362908.84
1700,256987.22
1701,254694.36
1702,247740.56
1703,233208.62
1704,270411.53
1705,229810.83
1706,322567.22
1707,212253.1
1708,213014.66
1709,263209.72
1710,224879.52
1711,258377.03
1712,259712.39
1713,276883.78
1714,226984.36
1715,211755.6
1716,186711.25
1717,166778.89
1718,131962.0
1719,229142.1
1720,247693.31
1721,154373.16
1722,119264.55
1723,161154.86
1724,210744.38
1725,240166.02
1726,181248.1
1727,158543.56
1728,170234.38
1729,169561.98
1730,150839.0
1731,113628.36
1732,130846.05
1733,117938.766
1734,120031.92
1735,115532.96
1736,117221.54
1737,378297.03
1738,266576.72
1739,272476.16
1740,227215.47
1741,188404.05
1742,185577.28
1743,175588.94
1744,386990.97
1745,204820.31
1746,179813.0
1747,201340.98
1748,229673.64
1749,158821.3
1750,134947.12
1751,221901.4
1752,122915.74
1753,150588.62
1754,193133.84
1755,173681.44
1756,136213.78
1757,126841.09
1758,148484.3
1759,151367.06
1760,156611.16
1761,138823.0
1762,191421.14
1763,168482.12
1764,121913.48
1765,166639.28
1766,176592.9
1767,208104.98
1768,148237.42
1769,170259.47
1770,145408.02
1771,115364.87
1772,118094.734
1773,127462.59
1774,128475.02
1775,143778.97
1776,141702.77
1777,113509.55
1778,135597.69
1779,111454.8
1780,170746.12
1781,126607.54
1782,94860.8
1783,139588.31
1784,116565.48
1785,122910.62
1786,179384.84
1787,160909.42
1788,77342.61
1789,101201.59
1790,84177.07
1791,182773.75
1792,164488.28
1793,118591.42
1794,150139.1
1795,149223.6
1796,122051.266
1797,122978.06
1798,122323.12
1799,121781.74
1800,144641.84
1801,131213.58
1802,131029.75
1803,160616.78
1804,142970.52
1805,134319.7
1806,123039.695
1807,139901.55
1808,118417.195
1809,128284.95
1810,140385.7
1811,126922.33
1812,104965.11
1813,134159.47
1814,100458.06
1815,56489.36
1816,105807.11
1817,107616.62
1818,168659.81
1819,129738.17
1820,49225.727
1821,111600.42
1822,144607.48
1823,52128.18
1824,124707.59
1825,139668.86
1826,112968.52
1827,101549.91
1828,145993.8
1829,117938.234
1830,141793.56
1831,157373.64
1832,73819.36
1833,148586.73
1834,120153.89
1835,128973.234
1836,131084.19
1837,88089.8
1838,128592.9
1839,98530.36
1840,173195.53
1841,154342.5
1842,94935.14
1843,129195.09
1844,136542.84
1845,153731.03
1846,151419.72
1847,159751.28
1848,52509.83
1849,111093.5
1850,116438.734
1851,161124.27
1852,121643.234
1853,130055.39
1854,164473.44
1855,159629.95
1856,227598.97
1857,152213.72
1858,148625.02
1859,114326.73
1860,149767.25
1861,120473.805
1862,317569.84
1863,299577.0
1864,299611.88
1865,392786.72
1866,327153.84
1867,218869.23
1868,273078.44
1869,201564.88
1870,224769.28
1871,249939.69
1872,168083.44
1873,249743.44
1874,152736.69
1875,205703.73
1876,206534.55
1877,219053.72
1878,202608.72
1879,147702.89
1880,142979.36
1881,250814.03
1882,241781.88
1883,184258.28
1884,201484.62
1885,231054.53
1886,264184.34
1887,204809.6
1888,256869.27
1889,171519.92
1890,118973.81
1891,126814.02
1892,95017.55
1893,133947.75
1894,132621.55
1895,135411.38
1896,129540.234
1897,108975.8
1898,117647.18
1899,176190.5
1900,164808.22
1901,196602.17
1902,156099.72
1903,206758.94
1904,148367.69
1905,194545.22
1906,154361.81
1907,192906.9
1908,103689.14
1909,129244.4
1910,118649.59
1911,216880.34
1912,320062.03
1913,160464.62
1914,61563.156
1915,392816.06
1916,70580.58
1917,222506.27
1918,142219.22
1919,160778.45
1920,153953.25
1921,372145.7
1922,325468.56
1923,242012.11
1924,214586.1
1925,205530.47
1926,387441.28
1927,133760.44
1928,153342.48
1929,126246.4
1930,134700.02
1931,131877.19
1932,141361.36
1933,192307.66
1934,174310.5
1935,179509.78
1936,198581.56
1937,190732.97
1938,173058.72
1939,244693.0
1940,188240.19
1941,174599.7
1942,184873.75
1943,219587.55
1944,414221.3
1945,417705.22
1946,148409.66
1947,295232.6
1948,191389.72
1949,223680.83
1950,183355.75
1951,240196.72
1952,198736.33
1953,168300.58
1954,186928.0
1955,134524.48
1956,308531.3
1957,157235.66
1958,269256.8
1959,144128.11
1960,121733.97
1961,131464.81
1962,93828.03
1963,104412.914
1964,122527.56
1965,143119.53
1966,142766.38
1967,320239.28
1968,447167.12
1969,378607.6
1970,404322.6
1971,431505.84
1972,364939.97
1973,261663.47
1974,322037.56
1975,524263.34
1976,282749.2
1977,385871.4
1978,352899.16
1979,324316.16
1980,208904.42
1981,363291.47
1982,225167.47
1983,195713.44
1984,163874.34
1985,233100.06
1986,217312.06
1987,171065.47
1988,174776.38
1989,191231.06
1990,208119.27
1991,242733.78
1992,207893.17
1993,150364.97
1994,220948.84
1995,184612.88
1996,254887.66
1997,292258.28
1998,314351.0
1999,284936.7
2000,316449.44
2001,269592.9
2002,244171.84
2003,260342.39
2004,282835.72
2005,205176.83
2006,223469.16
2007,248500.03
2008,213947.48
2009,206390.4
2010,187416.25
